id,number,title,created_at,updated_at,closed_at,state,comments_count,labels,user_login,is_pull_request,body_length,html_url
39271542,2157,Changed url in the sidebar for github stars iframe,2014-08-01T08:45:00Z,2021-09-08T11:00:57Z,2014-08-01T11:19:35Z,closed,2,,atmb4u,True,236,https://github.com/psf/requests/pull/2157
39313898,2158,Capture server IP address as part of a Requests object,2014-08-01T18:10:59Z,2021-06-28T11:07:38Z,2016-04-06T18:54:17Z,closed,14,Feature Request,zapman449,False,213,https://github.com/psf/requests/issues/2158
39345367,2159, readline() takes exactly 1 argument (2 given),2014-08-02T08:53:44Z,2021-09-08T15:00:38Z,2015-01-18T20:23:10Z,closed,18,Propose Close,kiarashplusplus,False,2018,https://github.com/psf/requests/issues/2159
39579201,2160,requests.codes.continue raises SyntaxError,2014-08-06T00:25:52Z,2021-09-08T23:10:45Z,2014-08-06T00:36:08Z,closed,3,,maxcountryman,False,458,https://github.com/psf/requests/issues/2160
39688464,2161,add auto detect charset from http body when http headers not seted,2014-08-07T03:32:45Z,2021-09-08T11:00:56Z,2014-08-07T11:15:58Z,closed,1,,likexian,True,471,https://github.com/psf/requests/pull/2161
40016199,2162,Cookies lost on redirect,2014-08-12T01:11:00Z,2021-09-08T23:10:42Z,2014-08-12T02:10:44Z,closed,1,,fenume,False,877,https://github.com/psf/requests/issues/2162
40025276,2163,Multiple consequtive requests on Session throws TunnelError on https proxies.,2014-08-12T05:18:00Z,2021-09-08T23:10:39Z,2014-08-27T17:03:56Z,closed,5,,m-novikov,False,355,https://github.com/psf/requests/issues/2163
40038011,2164,python requests session failed to read the response,2014-08-12T09:24:23Z,2021-09-08T14:00:41Z,2014-08-27T19:35:42Z,closed,12,,msrajan,False,2499,https://github.com/psf/requests/issues/2164
40073532,2165,post() hangs when data is large(-ish),2014-08-12T16:33:55Z,2021-09-08T23:10:42Z,2014-08-12T17:56:57Z,closed,4,,ekw,False,1133,https://github.com/psf/requests/issues/2165
40320474,2166,Requests support HTTPS proxies timeout,2014-08-15T03:32:07Z,2021-09-08T23:10:41Z,2014-08-15T07:26:15Z,closed,1,,macdonjo,False,315,https://github.com/psf/requests/issues/2166
40386154,2167,Session dropping proxy for https redirects,2014-08-15T21:26:04Z,2021-09-08T23:10:41Z,2014-08-15T21:45:40Z,closed,1,,mmessmore,False,1250,https://github.com/psf/requests/issues/2167
40450360,2168,Tracking Previous Requests,2014-08-18T02:19:45Z,2021-09-08T11:00:55Z,2014-08-21T17:43:23Z,closed,4,Not Ready To Merge,ContinuousFunction,True,90,https://github.com/psf/requests/pull/2168
40489816,2169,Connection keep alive issue,2014-08-18T13:51:38Z,2021-09-08T23:10:38Z,2014-08-29T14:24:23Z,closed,26,"Bug,Please Review",tychotatitscheff,False,1954,https://github.com/psf/requests/issues/2169
40750463,2170,SSL verification failing for a valid GeoTrust Global CA certificate,2014-08-20T22:04:27Z,2021-09-08T23:10:40Z,2014-08-20T22:24:46Z,closed,2,,guardrex,False,1951,https://github.com/psf/requests/issues/2170
40784032,2171,https requests error,2014-08-21T08:45:57Z,2021-09-08T23:10:39Z,2014-08-27T19:35:24Z,closed,1,,crouse,False,1243,https://github.com/psf/requests/issues/2171
40833628,2172,Add to authors and fix case,2014-08-21T18:27:35Z,2021-09-08T11:00:55Z,2014-08-22T13:04:50Z,closed,1,,ContinuousFunction,True,125,https://github.com/psf/requests/pull/2172
40889586,2173,Documentation update : connection keep alive,2014-08-22T08:45:23Z,2021-09-08T11:00:47Z,2014-08-22T10:47:35Z,closed,3,,tychotatitscheff,True,151,https://github.com/psf/requests/pull/2173
40979992,2174,Clarify which tests to run in the Makefile,2014-08-23T17:06:15Z,2021-09-08T11:00:49Z,2014-08-26T19:15:28Z,closed,1,"Ready To Merge,Minion Seal of Approval",kevinburke,True,324,https://github.com/psf/requests/pull/2174
40982781,2175,add bad host test,2014-08-23T19:23:01Z,2021-09-08T11:00:53Z,2014-08-23T21:19:04Z,closed,0,Do Not Merge,kevinburke,True,84,https://github.com/psf/requests/pull/2175
40983105,2176,Add support for connect timeouts,2014-08-23T19:39:43Z,2021-09-08T11:00:47Z,2014-08-26T19:13:30Z,closed,11,,kevinburke,True,244,https://github.com/psf/requests/pull/2176
40983426,2177,Update PyPy version on ci.kennethreitz.org,2014-08-23T19:57:18Z,2021-09-08T23:10:38Z,2014-08-29T14:25:57Z,closed,4,,kevinburke,False,216,https://github.com/psf/requests/issues/2177
40984512,2178,Add Session method to merge environment settings with per-request settings,2014-08-23T20:52:48Z,2021-09-08T11:00:49Z,2014-08-26T19:44:51Z,closed,5,,sigmavirus24,True,16,https://github.com/psf/requests/pull/2178
41104327,2179,Updates urllib3 to 528ad3c,2014-08-25T20:47:33Z,2021-09-08T11:00:48Z,2014-08-26T19:10:51Z,closed,1,,kevinburke,True,238,https://github.com/psf/requests/pull/2179
41126980,2180,Github timeline no longer available - makes poor example,2014-08-26T01:02:41Z,2021-09-08T23:10:40Z,2014-08-26T19:41:45Z,closed,7,,Rosuav,False,296,https://github.com/psf/requests/issues/2180
41200903,2181,Requests is slow to upload large files,2014-08-26T17:46:30Z,2021-08-29T00:06:38Z,2015-01-19T09:20:41Z,closed,21,Propose Close,Tech356,False,599,https://github.com/psf/requests/issues/2181
41210308,2182,"Add ""Low-Level Internals"" to documentation",2014-08-26T19:19:14Z,2021-09-04T00:06:31Z,2019-07-02T03:02:39Z,closed,3,,kennethreitz,False,76,https://github.com/psf/requests/issues/2182
41210483,2183,Fix #2180.,2014-08-26T19:20:57Z,2021-09-08T10:01:15Z,2014-08-26T19:41:44Z,closed,3,,Lukasa,True,15,https://github.com/psf/requests/pull/2183
41223455,2184,Port test suite to pytest-httpbin,2014-08-26T21:18:47Z,2021-09-08T21:00:45Z,2015-11-05T15:37:22Z,closed,24,Propose Close,kennethreitz,False,44,https://github.com/psf/requests/issues/2184
41277532,2185,socket.error raised from r.iter_content,2014-08-27T12:22:05Z,2021-09-08T23:00:53Z,2014-08-27T13:00:57Z,closed,4,,joneskoo,False,1370,https://github.com/psf/requests/issues/2185
41280494,2186,Change request to make keep alive more human,2014-08-27T12:59:32Z,2021-09-08T11:00:48Z,2014-08-27T13:02:11Z,closed,2,,tychotatitscheff,True,420,https://github.com/psf/requests/pull/2186
41528151,2187,Document Timeout behaviour,2014-08-29T18:36:44Z,2021-09-08T11:00:45Z,2014-09-04T18:39:12Z,closed,3,,kevinburke,True,704,https://github.com/psf/requests/pull/2187
41528659,2188,Dummy commit,2014-08-29T18:42:37Z,2021-09-08T11:00:46Z,2014-08-29T18:45:34Z,closed,1,,kevinburke,True,73,https://github.com/psf/requests/pull/2188
41528790,2189,All PyPy builds failing on ci.kennethreitz.org,2014-08-29T18:44:22Z,2021-09-08T23:10:35Z,2014-09-04T18:46:24Z,closed,2,,kevinburke,False,4301,https://github.com/psf/requests/issues/2189
41530607,2190,Git tag for 2.4.0 is missing on GitHub,2014-08-29T19:05:36Z,2021-09-08T23:08:10Z,2014-09-09T21:09:43Z,closed,0,,t-8ch,False,12,https://github.com/psf/requests/issues/2190
41530707,2191,add trailing comma,2014-08-29T19:07:09Z,2021-09-08T10:01:25Z,2014-09-04T18:39:23Z,closed,1,,kevinburke,True,0,https://github.com/psf/requests/pull/2191
41531008,2192,[regression] urllib3.exceptions.ProtocolError not wrapped,2014-08-29T19:11:03Z,2021-09-08T23:08:02Z,2014-09-04T18:39:41Z,closed,10,,t-8ch,False,227,https://github.com/psf/requests/issues/2192
41535919,2193,Capture and re-raise urllib3 ProtocolError,2014-08-29T20:16:54Z,2021-09-08T10:01:21Z,2014-09-04T18:39:41Z,closed,15,"Ready To Merge,Minion Seal of Approval",sigmavirus24,True,13,https://github.com/psf/requests/pull/2193
41539656,2194,Add test that an invalid domain raises a ConnectionError,2014-08-29T21:08:05Z,2021-09-08T11:00:46Z,2014-08-29T21:50:47Z,closed,2,,kevinburke,True,0,https://github.com/psf/requests/pull/2194
41541903,2195,Add betterssl extra,2014-08-29T21:39:35Z,2021-09-08T10:01:23Z,2014-09-04T18:36:56Z,closed,15,,sigmavirus24,True,13,https://github.com/psf/requests/pull/2195
41607465,2196,UnicodeDecodeError when reading HISTORY.rst (v2.4.0),2014-09-01T05:21:31Z,2021-09-08T23:10:36Z,2014-09-04T18:41:47Z,closed,3,,whereskenneth,False,790,https://github.com/psf/requests/issues/2196
41607725,2197,Replaces offending character in HISTORY.rst with dash.,2014-09-01T05:30:06Z,2021-09-08T11:00:45Z,2014-09-03T09:30:05Z,closed,1,,whereskenneth,True,50,https://github.com/psf/requests/pull/2197
41691956,2198,requests.exceptions.SSLError: EOF occurred in violation of protocol (_ssl.c:598),2014-09-02T09:45:52Z,2021-09-08T23:10:37Z,2014-09-02T14:08:39Z,closed,2,,gdparker,False,2515,https://github.com/psf/requests/issues/2198
41789547,2199,Open README and HISTORY as utf-8 encoded files (fixes #2196),2014-09-03T07:42:02Z,2021-09-08T10:01:24Z,2014-09-04T18:41:46Z,closed,4,"Ready To Merge,Minion Seal of Approval",mtorromeo,True,197,https://github.com/psf/requests/pull/2199
41800365,2200,urllib3 ProtocolError exception not caught,2014-09-03T10:06:40Z,2021-09-08T23:10:37Z,2014-09-03T10:13:14Z,closed,1,,joneskoo,False,5879,https://github.com/psf/requests/issues/2200
41875098,2201,WARNING - [Errno 1] _ssl.c:504: error:14090086:SSL routines:SSL3_GET_SERVER_CERTIFICATE:certificate verify failed,2014-09-03T22:22:58Z,2014-11-26T04:25:24Z,2014-09-05T18:02:44Z,closed,13,,stantonk,False,522,https://github.com/psf/requests/issues/2201
41946311,2202,HISTORY.rst contains character unprocessable by ascii library,2014-09-04T14:56:16Z,2021-09-08T23:10:36Z,2014-09-04T14:59:17Z,closed,1,,broink,False,622,https://github.com/psf/requests/issues/2202
41970663,2203,Remove hard certifi dependency and document.,2014-09-04T18:41:19Z,2021-09-08T10:01:23Z,2014-09-05T15:11:57Z,closed,6,,Lukasa,True,23,https://github.com/psf/requests/pull/2203
41973348,2204,2.4.0 request refused raises different exception (breaking change),2014-09-04T19:04:22Z,2021-09-08T23:08:03Z,2014-09-04T19:22:52Z,closed,6,,ThisGuyCodes,False,423,https://github.com/psf/requests/issues/2204
42080188,2205,problems with get_unicode_from_response,2014-09-05T19:19:29Z,2021-09-08T23:06:52Z,2014-12-07T18:56:04Z,closed,3,,jab,False,1588,https://github.com/psf/requests/issues/2205
42086301,2206,problems with get_encodings_from_content,2014-09-05T20:23:59Z,2021-09-08T05:00:42Z,2014-09-11T17:33:21Z,closed,16,,jab,False,1641,https://github.com/psf/requests/issues/2206
42112045,2207,TooManyRedirects not working in 2.4.0,2014-09-06T08:30:44Z,2021-09-08T23:08:06Z,2014-09-09T14:24:24Z,closed,2,,ondrejsika,False,212,https://github.com/psf/requests/issues/2207
42129526,2208,Changes the fallback text encoding to cp1252,2014-09-06T23:12:58Z,2021-09-08T10:01:21Z,2014-09-07T05:41:49Z,closed,5,,mlissner,True,977,https://github.com/psf/requests/pull/2208
42143236,2209,Download time of response body is not included in Response.elapsed,2014-09-07T14:25:36Z,2021-09-08T08:00:55Z,2015-04-05T16:03:15Z,closed,17,"Not Ready To Merge,Do Not Merge",heyman,True,461,https://github.com/psf/requests/pull/2209
42146542,2210,Fix #2207,2014-09-07T17:03:09Z,2021-09-08T10:01:16Z,2014-09-09T14:24:24Z,closed,3,"Ready To Merge,Minion Seal of Approval",sigmavirus24,True,994,https://github.com/psf/requests/pull/2210
42225593,2211,Subdomain that ends with dash works in OSX but not Linux,2014-09-08T18:09:45Z,2021-09-08T23:08:07Z,2014-09-12T20:13:19Z,closed,9,,feus4177,False,164,https://github.com/psf/requests/issues/2211
42265356,2212,Documentation error,2014-09-09T02:40:32Z,2021-09-08T23:08:10Z,2014-09-09T07:45:50Z,closed,2,,jgaul,False,530,https://github.com/psf/requests/issues/2212
42279429,2213,Request->Response.,2014-09-09T07:45:27Z,2021-09-08T10:01:20Z,2014-09-09T07:45:30Z,closed,0,,Lukasa,True,0,https://github.com/psf/requests/pull/2213
42318247,2214,verify=False and requests.packages.urllib3.disable_warnings(),2014-09-09T15:23:03Z,2017-01-21T16:42:04Z,2016-01-30T02:49:22Z,closed,57,"Feature Request,Planned,Contributor Friendly",invisiblethreat,False,640,https://github.com/psf/requests/issues/2214
42405822,2215,Using st_size on FIFO files or stdin will cause super_len to return 0 as the length,2014-09-10T12:10:28Z,2021-09-08T20:01:02Z,2015-12-02T14:35:41Z,closed,14,"Feature Request,Contributor Friendly",cecton,False,1397,https://github.com/psf/requests/issues/2215
42444270,2217,"Bug on upload file, file name with Latin characters:  requests version  2.3.2 e 2.4.0 ",2014-09-10T18:29:33Z,2021-09-08T23:08:09Z,2014-09-10T18:38:28Z,closed,3,,Bleno,False,1763,https://github.com/psf/requests/issues/2217
42430638,2216,Retries logic,2014-09-10T16:12:40Z,2021-09-08T09:00:56Z,2014-12-01T19:45:27Z,closed,30,"Feature Request,Bug,Please Review",sigmavirus24,True,1630,https://github.com/psf/requests/pull/2216
42516983,2218,Use `base_url` session param to construct relative URLs,2014-09-11T12:12:37Z,2021-09-08T10:01:19Z,2014-09-11T12:36:57Z,closed,4,,singingwolfboy,True,125,https://github.com/psf/requests/pull/2218
42575872,2219,Fix doc: scheme is not required with proxy URLs,2014-09-11T21:58:28Z,2021-09-08T10:01:19Z,2014-09-12T01:55:48Z,closed,6,,blueyed,True,63,https://github.com/psf/requests/pull/2219
42577693,2220,Force specific proxy/proxies / skip looking at the environment,2014-09-11T22:21:14Z,2021-09-08T23:08:09Z,2014-09-12T06:17:01Z,closed,2,,blueyed,False,927,https://github.com/psf/requests/issues/2220
42581330,2221,Fix `prepend_scheme_if_needed` for $HOST:$PORT,2014-09-11T23:13:48Z,2021-09-08T10:01:14Z,2014-09-12T06:19:58Z,closed,5,,blueyed,True,436,https://github.com/psf/requests/pull/2221
42587804,2222,Add tests to test_invalid_url for `InvalidSchema`,2014-09-12T01:15:37Z,2021-09-08T10:01:17Z,2014-09-12T14:16:11Z,closed,13,,blueyed,True,155,https://github.com/psf/requests/pull/2222
42639279,2223,Document skipping in PreparedRequest; followup to #2222,2014-09-12T15:14:15Z,2021-09-08T10:01:18Z,2014-09-12T16:54:40Z,closed,2,,blueyed,True,64,https://github.com/psf/requests/pull/2223
42640115,2224,Fix errors reported by frosted in tests,2014-09-12T15:22:27Z,2021-09-08T10:01:18Z,2014-09-12T15:47:27Z,closed,3,,blueyed,True,0,https://github.com/psf/requests/pull/2224
42764925,2225,Send delete with data,2014-09-15T12:00:25Z,2021-09-08T23:08:07Z,2014-09-15T19:07:26Z,closed,3,,temi4,False,130,https://github.com/psf/requests/issues/2225
42846571,2226,Can't get ETag for some resource,2014-09-16T05:48:38Z,2021-09-08T23:08:07Z,2014-09-16T06:07:29Z,closed,1,,guhehehe,False,450,https://github.com/psf/requests/issues/2226
42862246,2227,Added example of how to send multiple files in one request.,2014-09-16T09:39:48Z,2021-09-08T10:01:17Z,2014-09-18T01:06:54Z,closed,3,,mjul,True,0,https://github.com/psf/requests/pull/2227
42893830,2228,Documentation examples.,2014-09-16T15:15:50Z,2022-02-26T04:00:40Z,2021-11-28T03:00:28Z,closed,15,"Bug,Contributor Friendly,Documentation",mountainpaul,False,296,https://github.com/psf/requests/issues/2228
42945644,2229,full URL sent instead of path when using https proxy,2014-09-16T23:23:44Z,2021-09-08T23:04:49Z,2015-05-03T15:12:33Z,closed,9,Bug,newsham,False,1271,https://github.com/psf/requests/issues/2229
43096088,2230,requests will improperly raise errors as ConnectionError,2014-09-18T05:36:29Z,2021-09-08T23:07:56Z,2014-10-05T18:47:30Z,closed,6,,kevinburke,False,408,https://github.com/psf/requests/issues/2230
43116545,2231,Endless loop in sessions.py,2014-09-18T10:08:51Z,2021-09-08T23:08:02Z,2014-09-25T02:57:38Z,closed,6,,fcosantos,False,3080,https://github.com/psf/requests/issues/2231
43125798,2232,Content returned still encoded,2014-09-18T12:14:53Z,2021-09-08T23:08:06Z,2014-09-18T12:26:59Z,closed,1,,mryan82,False,309,https://github.com/psf/requests/issues/2232
43191940,2233,Refactoring exception hierarchy,2014-09-19T00:00:11Z,2016-01-26T10:17:01Z,,open,5,"Needs BDFL Input,Breaking API Change",kevinburke,False,243,https://github.com/psf/requests/issues/2233
43193961,2234,"when setting the Accept-Encoding header to None, it is still sent as 'identity'",2014-09-19T00:40:01Z,2017-10-24T17:19:40Z,2014-09-19T13:26:24Z,closed,8,,vdanen,False,955,https://github.com/psf/requests/issues/2234
43205423,2235,chunk size error for unicode content,2014-09-19T05:27:53Z,2014-10-10T16:46:04Z,,open,6,"Planned,Breaking API Change",ilovenwd,False,543,https://github.com/psf/requests/issues/2235
43233966,2236,Would it make sense to merge responses into requests ?,2014-09-19T12:43:28Z,2021-09-08T23:08:05Z,2014-09-19T12:52:30Z,closed,3,,cournape,False,280,https://github.com/psf/requests/issues/2236
43318390,2237,"Remove invoke from requirements.txt, docs",2014-09-20T20:02:07Z,2021-09-08T10:01:15Z,2014-09-20T22:12:38Z,closed,2,,joealcorn,True,47,https://github.com/psf/requests/pull/2237
43319264,2238,Support bytestring URLs on Python 3.x,2014-09-20T20:47:05Z,2021-09-08T10:01:10Z,2014-10-02T16:20:05Z,closed,6,"Ready To Merge,Minion Seal of Approval",joealcorn,True,667,https://github.com/psf/requests/pull/2238
43320398,2239,ssl and multiple subdomains,2014-09-20T21:38:55Z,2021-09-08T23:07:10Z,2014-09-20T22:16:29Z,closed,7,,seanjensengrey,False,0,https://github.com/psf/requests/issues/2239
43416436,2240,Multiple calls to iter* fail with unhelpful error.,2014-09-22T06:41:32Z,2021-09-08T23:08:05Z,2014-09-22T16:36:53Z,closed,2,,Lukasa,False,655,https://github.com/psf/requests/issues/2240
43509530,2241,raise RuntimeError when a single streamed request calls *iter methods th...,2014-09-22T16:10:24Z,2021-09-08T10:01:09Z,2014-10-05T16:48:40Z,closed,8,,tijko,True,77,https://github.com/psf/requests/pull/2241
43510896,2242,HTTPS Session Resume!!,2014-09-22T16:18:45Z,2021-09-08T23:05:00Z,2014-09-22T16:46:36Z,closed,6,,xnulinu,False,254,https://github.com/psf/requests/issues/2242
43552857,2243,Source code clarification sought,2014-09-22T21:05:16Z,2021-09-08T23:08:04Z,2014-09-22T21:12:35Z,closed,1,,philip-goh,False,2339,https://github.com/psf/requests/issues/2243
43582135,2244,Avoid getting stuck in a loop,2014-09-23T02:04:04Z,2021-09-08T03:01:07Z,2014-09-25T02:57:38Z,closed,16,,sigmavirus24,True,617,https://github.com/psf/requests/pull/2244
43582412,2245,Correct redirection introduction,2014-09-23T02:08:53Z,2021-09-08T10:01:14Z,2014-09-23T06:25:26Z,closed,1,,sigmavirus24,True,112,https://github.com/psf/requests/pull/2245
43598962,2246,speed limit and time out,2014-09-23T07:32:49Z,2021-09-08T23:08:03Z,2014-09-23T09:48:35Z,closed,1,,ibroomcorn,False,94,https://github.com/psf/requests/issues/2246
43923889,2247,requests sends HTTP auth details in Host header,2014-09-25T14:15:55Z,2021-09-08T23:07:56Z,2014-10-05T17:19:15Z,closed,22,,cool-RR,False,243,https://github.com/psf/requests/issues/2247
43949232,2248,docs: Clarify how to pass a custom set of CAs,2014-09-25T18:12:30Z,2021-09-08T10:01:13Z,2014-09-25T18:28:05Z,closed,1,,jktjkt,True,199,https://github.com/psf/requests/pull/2248
43959582,2249,fix #2247,2014-09-25T19:50:35Z,2021-09-08T10:01:08Z,2014-10-05T17:19:14Z,closed,9,,t-8ch,True,167,https://github.com/psf/requests/pull/2249
43960734,2250,Link header parsing breaks if attribute value has commas,2014-09-25T20:01:41Z,2021-09-08T23:07:55Z,2014-10-10T18:30:18Z,closed,5,"Bug,Contributor Friendly",hariharshankar,False,2355,https://github.com/psf/requests/issues/2250
44182878,2251,to use ssl connections ssl varialble must be differ than None.,2014-09-27T17:41:46Z,2021-09-08T23:08:01Z,2014-09-29T01:46:25Z,closed,6,,kostyll,False,1773,https://github.com/psf/requests/issues/2251
44182917,2252,to use ssl connections ssl varialble must be differ than None.,2014-09-27T17:42:35Z,2021-09-08T10:01:12Z,2014-09-27T19:20:15Z,closed,1,,kostyll,True,26,https://github.com/psf/requests/pull/2252
44184573,2253,A fix for #1979: repeat HTTP digest authentication after redirect.,2014-09-27T18:19:36Z,2021-09-08T09:01:18Z,2014-11-01T14:04:29Z,closed,5,"Ready To Merge,Minion Seal of Approval",yossigo,True,191,https://github.com/psf/requests/pull/2253
44219057,2254,SSLError (hostname mismatch) on forge.ocamlcore.org,2014-09-28T06:51:45Z,2021-09-08T23:07:58Z,2014-10-04T05:38:07Z,closed,2,,timbertson,False,1270,https://github.com/psf/requests/issues/2254
44247749,2255,Session requests should respect verify=False,2014-09-29T01:06:48Z,2021-09-08T22:00:52Z,2015-08-31T09:45:01Z,closed,20,Bug,isaulv,False,357,https://github.com/psf/requests/issues/2255
44423818,2256,"connectionpool:Setting: read timeout to None & ""'Task got bad yield: <Response [200]>'""",2014-09-30T10:45:18Z,2021-09-08T23:08:00Z,2014-09-30T15:50:30Z,closed,2,,marcoippolito,False,1064,https://github.com/psf/requests/issues/2256
44463621,2257,Add json upload,2014-09-30T15:52:07Z,2021-09-08T10:01:11Z,2014-09-30T16:08:07Z,closed,5,,akhomchenko,True,147,https://github.com/psf/requests/pull/2257
44464628,2258,Add json parameter,2014-09-30T15:59:29Z,2021-09-07T00:06:40Z,2014-10-05T16:46:09Z,closed,6,,sigmavirus24,True,13,https://github.com/psf/requests/pull/2258
44534684,2259,HTTP Authentication Any,2014-10-01T07:15:19Z,2021-09-08T23:08:00Z,2014-10-01T07:51:46Z,closed,9,,tarzanjw,False,484,https://github.com/psf/requests/issues/2259
44663731,2260,Ignore proxy or always use 80 port,2014-10-02T08:53:21Z,2021-09-08T23:07:58Z,2014-10-02T12:49:05Z,closed,3,,obelyakov,False,423,https://github.com/psf/requests/issues/2260
44729047,2261,There is no straightforward way to enable debug or show the raw http request + response,2014-10-02T19:30:54Z,2021-09-08T23:07:59Z,2014-10-02T19:40:26Z,closed,5,,dequis,False,1369,https://github.com/psf/requests/issues/2261
44750686,2262,Proper encoding for application/json Content-Type,2014-10-02T23:19:13Z,2021-09-08T23:07:58Z,2014-10-03T14:10:38Z,closed,6,,noseworthy,False,1605,https://github.com/psf/requests/issues/2262
44834329,2263,Fixed #2205,2014-10-03T18:48:43Z,2021-09-08T09:01:16Z,2014-11-12T17:36:20Z,closed,6,Do Not Merge,daftshady,True,278,https://github.com/psf/requests/pull/2263
44885750,2264,ImportError: cannot import name urlencode,2014-10-04T15:22:44Z,2021-09-08T23:07:57Z,2014-10-05T01:27:58Z,closed,5,,evanemolo,False,1175,https://github.com/psf/requests/issues/2264
44903523,2265,Remove timeout from __attrs__,2014-10-05T04:04:57Z,2021-09-08T10:01:08Z,2014-10-05T08:05:29Z,closed,1,,sigmavirus24,True,98,https://github.com/psf/requests/pull/2265
44922005,2266,Move utility functions from requests.utils to requests-toolbelt,2014-10-05T17:08:58Z,2021-09-08T07:00:40Z,2017-07-30T14:06:03Z,closed,6,"Planned,Needs BDFL Input,Breaking API Change",sigmavirus24,False,839,https://github.com/psf/requests/issues/2266
44933052,2267,allow unicode URLs on Python 2,2014-10-05T23:30:52Z,2021-09-08T10:01:07Z,2014-10-06T09:39:54Z,closed,2,,minrk,True,207,https://github.com/psf/requests/pull/2267
44933787,2268,Re-order params for backwards compat,2014-10-05T23:56:27Z,2021-09-08T10:01:08Z,2014-10-06T09:40:03Z,closed,1,,sigmavirus24,True,31,https://github.com/psf/requests/pull/2268
45062943,2269,Link to the changelog in the sidebar of the documentation,2014-10-07T03:13:48Z,2021-09-04T00:06:28Z,2014-10-12T14:55:34Z,closed,0,,alex,False,239,https://github.com/psf/requests/issues/2269
45300413,2270,form url encoding data,2014-10-08T21:37:04Z,2021-09-08T23:07:55Z,2014-10-08T22:03:25Z,closed,2,,3goats,False,882,https://github.com/psf/requests/issues/2270
45320725,2271,Fixed #2250,2014-10-09T02:28:13Z,2021-09-08T10:01:06Z,2014-10-10T18:30:18Z,closed,0,,mikecool1000,True,24,https://github.com/psf/requests/pull/2271
45362630,2272,chunked encoding bug when release connection,2014-10-09T12:56:06Z,2021-09-08T23:06:07Z,2015-01-19T09:19:32Z,closed,11,Propose Close,ilovenwd,False,1711,https://github.com/psf/requests/issues/2272
45439100,2273,Add Release History to the sidebar,2014-10-10T02:07:26Z,2021-09-08T10:01:05Z,2014-10-12T14:55:34Z,closed,3,,sigmavirus24,True,13,https://github.com/psf/requests/pull/2273
45439236,2274,update python-requests.org to SSL,2014-10-10T02:10:40Z,2021-09-06T00:06:42Z,2014-10-11T04:25:37Z,closed,3,Feature Request,kevinburke,False,44,https://github.com/psf/requests/issues/2274
45586595,2275,Content-Length header not checked by requests if not enough data is sent,2014-10-12T17:11:19Z,2021-09-08T23:06:08Z,2015-01-19T09:19:03Z,closed,4,Propose Close,squareproton,False,1033,https://github.com/psf/requests/issues/2275
45598273,2276,Attempt at #1956 DO NOT MERGE,2014-10-13T00:19:29Z,2021-09-08T10:01:04Z,2014-10-13T00:20:15Z,closed,2,,mikecool1000,True,52,https://github.com/psf/requests/pull/2276
45600135,2277,make .raw more file like,2014-10-13T01:24:42Z,2021-09-08T23:07:54Z,2014-10-13T02:35:23Z,closed,4,,CarlFK,False,268,https://github.com/psf/requests/issues/2277
45647239,2278,apparent_encoding() hangs with high CPU utilization,2014-10-13T14:21:06Z,2021-09-08T23:05:55Z,2014-10-13T14:26:07Z,closed,4,,cazzerson,False,955,https://github.com/psf/requests/issues/2278
45663906,2279,"Gittip renamed to Gratipay, layout needs updating",2014-10-13T17:00:37Z,2021-09-08T23:07:53Z,2014-10-19T09:42:28Z,closed,0,"Contributor Friendly,Documentation",mjpieters,False,376,https://github.com/psf/requests/issues/2279
45666766,2280,Requests is not properly escaping cookies,2014-10-13T17:31:02Z,2021-09-08T23:06:08Z,2015-01-19T09:18:41Z,closed,2,Propose Close,erickt,False,2620,https://github.com/psf/requests/issues/2280
45672985,2281,Transfer-Encoding: chunked; API to get trailers?,2014-10-13T18:41:56Z,2021-09-08T23:07:54Z,2014-10-13T18:43:57Z,closed,3,,davidabarrett,False,313,https://github.com/psf/requests/issues/2281
45760041,2282,Update sidebarintro.html,2014-10-14T14:56:11Z,2021-09-08T10:01:04Z,2014-10-14T15:22:48Z,closed,7,,morganthrapp,True,88,https://github.com/psf/requests/pull/2282
45809552,2283,vulnerability in SSL v3,2014-10-14T22:43:31Z,2021-09-08T23:07:54Z,2014-10-15T17:37:01Z,closed,12,,kevinburke,False,294,https://github.com/psf/requests/issues/2283
45864040,2284,bugs on HTTP-request nested json.,2014-10-15T13:12:41Z,2021-09-08T23:06:04Z,2015-01-19T09:18:15Z,closed,7,Propose Close,ghost,False,491,https://github.com/psf/requests/issues/2284
46093195,2285,res.json ist not a function under debian,2014-10-17T12:20:32Z,2021-09-08T23:07:53Z,2014-10-17T13:08:03Z,closed,2,,tobiasschweizer,False,530,https://github.com/psf/requests/issues/2285
46094974,2286,malformed multipart form-data,2014-10-17T12:43:31Z,2021-09-08T23:06:08Z,2015-01-19T09:17:00Z,closed,2,Propose Close,AgDude,False,3922,https://github.com/psf/requests/issues/2286
46153670,2287,Revisit concerns in #2244,2014-10-17T23:13:31Z,2021-09-08T23:05:46Z,2015-04-07T14:31:18Z,closed,2,,sigmavirus24,False,764,https://github.com/psf/requests/issues/2287
46198638,2288,urllib3 and chardet makefile workflow bug,2014-10-19T06:54:05Z,2021-09-08T23:07:53Z,2014-10-19T07:56:37Z,closed,0,,syedsuhail,False,245,https://github.com/psf/requests/issues/2288
